lafz	aeraab	qism	maani_en
ترساندن		verb	to frighten
جوشاندن		verb	to boil
جوشوندن		verb	to boil
چسبوندن		verb	to stick
چسباندن		verb	to stick
چسبیدن		verb	to stick, to be stuck, to adhere
اومدن		verb	to come
ترکیدن		verb	to burst (to break from internal pressure)
خاستن		verb	to rise
نوآوری		noun	innovation
مذی		noun	pre-ejaculate
خوراندن		verb	to feed
خوروندن		verb	to feed
حس کردن	حسّ کردن	verb	to sense, to feel
هیجان		noun	emotion
نری		noun	masculinity, manliness, virility
استمنا کردن		verb	to masturbate
نوازنده		noun	musician
دگرجنس‌گرا		adj	heterosexual
دوجنس‌گرا		adj	bisexual
انرژی تاریک		noun	dark energy
شاه‌دانه		noun	Cannabis
ریزاندن		verb	to spill
زیر بغل		noun	armpit
خفاش		noun	bat (small, winged animal)
شب‌کور		adj	night blind
گاومیش		noun	buffalo
سرک		noun	road
سرفه		noun	cough
سرفیدن		verb	to cough
عطسه		noun	sneeze
عطسه کردن		verb	to sneeze
بردمیدن		verb	to breathe into
بیختن		verb	to sift; to sieve
دروغگو		noun	liar
بودیسم		noun	Buddhism
بودیست		noun	Buddhist
کشتی‌گیر		noun	wrestler
فراگیر		adj	pervasive
سامانی		noun	somoni (currency in Tajikistan)
مذاهب		noun	broken plural of مذهب (mazhab)
اعتقاد		noun	belief
سد		noun	dam, dike
مرطوب		adj	moist, wet, humid, damp
مرطوب کردن		verb	to moisten, to make wet
کابلی		adj	Kabuli (of or related to the city of Kabul)
فاک		intj	fuck
گشادی	گُشادی	noun	width, broadness
خوش آمدن		verb	to like; see Usage notes
چاله		noun	pit, hole, hollow
فضایی		adj	spatial (relating to physical space)
سیاه‌چاله		noun	black hole
فضازمان	فَضازَمان	noun	spacetime
پیرمرد		noun	an old man
پیرزن		noun	an old woman
ستاره‌شناسی		noun	astronomy
سیاه‌گوش		noun	caracal
گربه‌سان		noun	felid
منطقه		noun	zone, area, region
غریزه		noun	instinct
وجودی	وُجودی	adj	existential
وجود داشتن		verb	to exist
به وجود آمدن		verb	to come into existence
به وجود آوردن		verb	to bring into existence; to produce, to create
پا به عرصه وجود گذاشتن		verb	to come into the world; to be born
مسکه		noun	butter
شهوت		noun	lust, sexual desire, sex drive, libido
اعتیاد	اِعتِیاد	noun	addiction
شهوانی		noun	sensuality
مروت	مُرُوَّت	noun	manliness; gallantry; generosity; magnanimity; humanity; mercy
فصیح		adj	eloquent
بی‌تقصیر		adj	guiltless, innocent, blameless
بی‌طرفی		noun	neutrality
بی‌وفایی		noun	disloyalty, treachery
بی‌باک		adj	fearless
سرین		noun	buttocks
سوراخ کون		noun	asshole, anus
جنایت		noun	crime
مکافات		noun	requital:
عاشق بودن		verb	to love
نهنگ عنبر		noun	sperm whale
نهنگ آبی		noun	blue whale
دلفین پوزه‌بطری		noun	bottlenose dolphin
زاغی		noun	magpie
خورشید کاذب		noun	sun dog
گریزان		adj	evasive, elusive
زنانگی		noun	femininity, womanliness
جنگجویی		noun	combativeness; belligerence
جگوار		noun	jaguar
خرس خاکستری		noun	grizzly bear
خرس قطبی		noun	polar bear
قطبی		adj	polar
خرس پاندا		noun	panda, panda bear
خرس قهوه‌ای		noun	brown bear
خرس سیاه		noun	black bear
خرس سیاه آمریکایی		noun	American black bear
خرس سیاه آسیایی		noun	Asiatic black bear
خرس عینکی		noun	spectacled bear
خرس تنبل		noun	sloth bear
خرس آفتاب		noun	sun bear
گراز دریایی		noun	walrus
حشره‌شناسی		noun	entomology
کرم شب‌تاب		noun	firefly
شغال طلایی		noun	golden jackal
شغال پهلوخط‌دار		noun	side-striped jackal
شغال پشت‌سیاه		noun	black-backed jackal
ماهتاب		noun	moonlight
پشتون		noun	Pashtun
دارنده		noun	owner
همجنس‌گرا		adj	homosexual
تحمل کردن		verb	to tolerate
معشوق		adj	beloved
میرنده	میرَنده	noun	mortal (something, particularly a person, that can or will die)
زیستی		adj	biological
رسما	رسماً	adv	formally
آرام گرفتن		verb	to rest
قطور		adj	thick (having a large circumference or diameter)
گت		adj	large, big
مهاجم		adj	aggressive
خصوص		noun	peculiarity
رقصنده		noun	dancer
قوی سیاه		noun	black swan (Cygnus atratus)
خشمگین	خَشمگین	adj	angry
مهاجرت کردن		verb	to migrate
شباهت	شَباهَت	noun	resemblance, likeness, similarity
لغت‌نامه		noun	dictionary
جوی		noun	stream
لویاتان		noun	leviathan
هیره		noun	mite (arachnid)
کنه		noun	tick (arachnid)
جزایر		noun	unhamzated form of جزائر
بیدار کردن		verb	to wake up
هرزه		adj	lewd, obscene
هرزگی	هَرزگی	noun	debauchery, depravity
اغوا کردن		verb	to tempt
هرزه‌نگاری		noun	pornography (especially in written form)
سکسولوژی		noun	sexology
بویژه		adv	especially, particularly
هوشمند		adj	intelligent, knowledgeable, wise
ثابت کردن		verb	to prove, to establish
موی عانه		noun	pubic hair
گفته شدن		verb	to be called
گربه‌ماهی		noun	catfish
کوسه بزرگ سفید		noun	great white shark
آلت تناسلی مرد		noun	male reproductive organ
بارندگی		noun	rainfall
گنوستیک		noun	Gnostic
گنوستیسیزم		noun	Gnosticism
گنوسیس		noun	gnosis
دمیورژ		noun	Demiurge
درد گرفتن		verb	to hurt
سیزده		num	thirteen
چهارده		num	fourteen
پانزده		num	fifteen
شانزده		num	sixteen
دی‌ان‌ای میتوکندریایی		noun	mitochondrial DNA
میتوکندریایی		adj	mitochondrial
ریزموج		noun	microwave (electromagnetic waves with wavelengths from one meter to one millimeter, or with frequencies between 300 MHz 
آموختن		verb	to learn
سوسیالیست		noun	socialist
سوسیالیستی		adj	socialist, socialistic
مارکسیسم		noun	Marxism
علاقه داشتن		verb	to be interested, to have or take interest
به خواب رفتن		verb	to go to sleep
چهارصد		num	four hundred
چهارصد و بیست		num	four hundred and twenty
مزدیسنا		noun	Mazdean; Zoroastrian
اهورا		noun	Ahura
آفتاب‌پرست		noun	sunflower
پارتی		noun	party (social gathering)
متشکرم		intj	thank you
اسب دریایی		noun	seahorse
سرده		noun	genus
جاندار		adj	living, alive, animate
طبقه آرایه‌شناختی		noun	taxonomic rank
رتبه آرایه‌شناختی		noun	taxonomic rank
دامنه		noun	slope, side
فرمانرو		noun	kingdom
گونه		noun	kind, type, sort
رومانیایی		adj	Romanian
مالیدن		verb	to rub
سپاس‌گزارم		intj	thank you, thanks (formal)
سپاسگزار		adj	thankful
وال		noun	whale
دولتی		adj	governmental
دموکراسی		noun	democracy
چالش		noun	challenge, struggle
خدایی		adj	divine
امامزاده		noun	imamzadeh
ویهارا		noun	vihara
شگرف		adj	excellent, wonderful, fantastic
تصور کردن		verb	to imagine
پنهان شدن		verb	to hide; to go into hiding
پنهان کردن		verb	to hide, to conceal
یکا		noun	unit
یکای کیهانی		noun	astronomical unit
امروزه		adv	nowadays
مجاری		adj	Hungarian
متریک		adj	metric
گوریل		noun	gorilla
گوریل غربی		noun	western gorilla (Gorilla gorilla)
گوریل شرقی		noun	eastern gorilla (Gorilla beringei)
خانوادگی		adj	familial
چقدر		adv	how much
پوچ		adj	empty, vacant
دیسال		adv	yesteryear
پوک		adj	hollow
پوده		adj	rubbed, worn; fallen to pieces
سوسیالیسم دموکراتیک		noun	democratic socialism
گراویتون		noun	graviton
ساحره		noun	witch, sorceress
ساحر		noun	sorcerer, wizard
بوزون		noun	boson
واقعیت		noun	reality, actuality
لپتون		noun	lepton
اسپین		noun	spin
الکترومغناطیس		noun	electromagnetism
گو		noun	Go (East Asian board game)
هلندی		adj	of the Netherlands; Dutch
لیسک		noun	snail
خی		noun	chi (greek letter)
شوکا		noun	roe deer
کرک		noun	fur, down hair
مرغانه		noun	egg (body produced by birds)
گنجشک		noun	sparrow
میون		noun	muon
نوترینو		noun	neutrino
برار		noun	Hazaragi and Herati form of برادر (birādar /berâdar, “brother, bro”)
تالار		noun	hall
پوزش		noun	apology
آفرینش		noun	creation, the act of creating something.
دلبستگی		noun	affection
مهربانی		noun	kindness
سمج		adj	stubborn, persistent, obstinate
قالی		noun	carpet, rug
تفریح		noun	recreation; amusement
نشت		noun	leak
سهمگین		adj	scary, horrific, awful, dreadful, terrible
هراس		noun	fear
بیمناک		adj	scary
ترسناک		adj	scary
پیشکش		noun	gift, present
دشوار		adj	difficult, hard
دشواری		noun	difficulty
فواره		noun	fountain
به جز		conj	except, but
جفت		adj	with a matching pair; joined as a couple
بی‌پروا	بیپَروا	adj	reckless, thoughtless, careless
رستاخیز		noun	resurrection
سرکش		adj	unruly
تارنما		noun	website
برادری		noun	brotherhood
تازه‌ها		noun	news
گاهی		adv	sometimes, occasionally
آمپول		noun	ampoule
راهبردی		adj	strategic
هراسیدن		verb	to fear
چم		noun	meaning, sense
درخشان		adj	shiny
تابان		adj	shining, luminous, radiant
فرسوده		adj	torn, worn out, shabby, used
ترد		adj	brittle, fragile, delicate
نوچ		adj	wet and sticky, clammy
رخش		adj	coloured red and white; spotted red or white.
تگزاسی		noun	Texan
میو		intj	meow (used to indicate the cry of a cat)
رژ		noun	anger
پونز		noun	thumbtack, drawing pin (UK)
چو		prep	like
باشامه		noun	veil
ناشنوا		adj	deaf
یان		noun	delusion
هذیان		noun	delusion
بارگذاری		noun	upload
آبجی		noun	sister (either older or younger)
زهرشناسی		noun	toxicology
گاگول		noun	fool, idiot
پارامسی		noun	paramecium
فرمانده کل قوا		noun	commander in chief
سرگرد		noun	major (military)
سرجوخه		noun	corporal (military)
شناوری		noun	swimming
وابسته		adj	dependent, attached, related, connected
رویایی		adj	dreamy
گیشه		noun	box office
کیوسک		noun	kiosk
کبک		noun	partridge (bird)
راد		adj	generous, bounteous, liberal
رادمنش		adj	generous, munificent
رشوه		noun	bribe
پکر		adj	upset
مالی		adj	financial
آب اکسیژنه		noun	hydrogen peroxide
هیدروژن پراکسید		noun	hydrogen peroxide
کانی		noun	mineral
ویرگول		noun	comma (،)
زخمه		noun	plectrum
مضراب		noun	plectrum
زیرا		conj	because
مانند		adj	resembling
نظیر		prep	like
همانند		prep	like, similar
سوز		noun	burning sensation
سوزش		noun	pain, burning sensation
هالو		noun	idiot
فوت		noun	foot (unit of measurement)
پالایشگاه		noun	refinery
پالایش		noun	refining
سرکوب		noun	repression; abuse
بسپار		noun	polymer
پلیمر		noun	polymer
پاپتی		adj	barefoot
خفن		adj	badass; cool
انگل		noun	parasite
کک		noun	flea
جیرجیرک		noun	cricket (insect)
تلفظ کردن		verb	to pronounce
تاکتیک		noun	tactic
راهبرد		noun	strategy
استراتژی		noun	strategy
باران آمدن		verb	to rain
لگد		noun	kick
هیاهو		noun	noise
داستان کوتاه		noun	short story
خریطه		noun	map
سیگاری		adj	cigarette smoker
بلغار		noun	Bulgar
معقول		adj	rational, reasonable
وطنی		adj	domestic, national (internal to a specific country)
وطن‌فروش		noun	traitor, sellout
وطن‌فروشی		noun	treason
یائسگی		noun	menopause
سرود ملی		noun	national anthem
پورنو		noun	porn
سبک		noun	method, way
کمونیسم		noun	communism
چای سبز		noun	green tea
تاج‌گذاری	تاجگُذاری	noun	coronation
شهبانو		noun	queen consort (wife of a reigning king)
کاباره		noun	cabaret
فرمول		noun	formula
کایرومون		noun	kairomone
شاهدخت		noun	princess, king's daughter
فرومون		noun	pheromone
بوییدن		verb	to smell
لبخند		noun	smile
لبخند زدن		verb	to smile
پخشه		noun	fly
زردک		noun	carrot
خاگ		noun	egg
بذر		noun	seed
سوسن		noun	lily
واگیردار		adj	epidemic
منشار		noun	saw
لپ		noun	cheek
توتون		noun	tobacco
زونی		noun	knee
جمعیت		noun	population
بشریت		noun	humanity
آدمیت		noun	humanity
مؤدب		adj	polite
صادر		adj	issued; outgoing
سقط		noun	abortion; usually as سقط جنین (seqt-e janin).
شاب		noun	youth, young person
تقابل		noun	encounter, confrontation
لمس		noun	touch
قین		noun	arse, ass
آغاز شدن		verb	to begin, to start
بیمار شدن		verb	to fall ill
آچمز		adj	pinned
خاش		noun	bent of minute particles of wood, straw, rags or other things, chips, parings
افتو		noun	sunlight, sun
یو		pron	this
چیش		noun	eye
خش		noun	scratch
خواردن		verb	to drink
نشسن		verb	sit (of a person, be in a position in which the upper body is upright and the legs are supported)
چردن		verb	to graze
پهپاد		noun	drone (unmanned aircraft)
شمیدن		verb	to faint
بلع		noun	swallowing, gulp
ضاد		noun	the letter ض
حزن		noun	grief, sadness
مدرس		noun	instructor, teacher, lecturer
توافق		noun	agreement, deal
سیلاغ		noun	hole, cavity, bore, orifice, slot
قلا		noun	crow (bird)
خوسیدن		verb	to sleep
چوغ		noun	wood
جوغ		noun	stream
توقف		noun	stop, stopping, halt
